Farmer_ID,Application_Date,Age,Gender,Education_Level,Marital_Status,Family_Size,Dependents,Farming_Experience_Years,State,District,Farm_Size_Acres,Land_Ownership,Soil_Type,Soil_Quality_Index,Irrigation_Availability,Primary_Crop,Secondary_Crop,Annual_Rainfall_mm,Average_Temperature_C,Humidity_Percent,Flood_Risk,Drought_Risk,Cyclone_Risk,Pest_Risk,Weather_Risk_Index,Climate_Zone,Average_Yield_Last3Years_TonsPerAcre,Crop_Insurance,Government_Subsidy,MSP_Eligible,Annual_Farm_Income,Annual_Farm_Expenses,Tractor_Ownership,Farm_Equipment_Value,Livestock_Count,Asset_Value,Liability_Value,Savings,Bank_Balance,Credit_Score,Existing_Loan_Count,Existing_Loan_Amount,Previous_Default,Repayment_History_Score,Debt_to_Income_Ratio,Loan_Amount_Requested,Loan_Purpose,Interest_Rate_Percent,Loan_Tenure_Months,EMI,Income_Stability_Index,Farm_Productivity_Index,Climate_Risk_Index,Financial_Health_Index,Loan_Affordability_Index,Asset_Strength_Index,Overall_Risk_Factor,Risk_Score,Loan_Status,Application_year,Application_month,Application_day
AGR101808,2024-06-16,47.0,Male,Higher Secondary,Married,5.0,2.0,32.0,Gujarat,Vadodara,5.09,Owned,Sandy Loam,62.1,,Groundnut,Castor,877.0,24.7,40.7,,,,Medium,58.4,Semi-Arid,2.19,,,,143242.0,43492.0,,107975.0,3.0,452201.0,45311.0,14308.0,8747.0,457.0,3.0,115356.0,,76.9,0.837,64077.0,Cold Storage,14.7,24.0,8953.1,44.9,29.5,60.7,50.8,22.4,48.9,86.5,28.6,Rejected,2024,6,16
AGR103094,2025-04-08,42.0,Female,Higher Secondary,Married,5.0,3.0,22.0,Maharashtra,Aurangabad,9.83,Owned,Black,84.1,,Cotton,Onion,1282.3,20.3,60.2,,,,Medium,15.5,Semi-Arid,3.71,,,,521732.0,311545.0,,211299.0,4.0,1090589.0,406358.0,12637.0,188.0,499.0,1.0,46596.0,,79.0,0.167,213438.0,Storage,12.02,36.0,7091.11,53.9,62.5,16.9,60.9,65.8,50.9,56.1,46.0,Approved,2025,4,8
AGR103823,2025-07-11,49.0,Male,Primary,Married,6.0,3.0,28.0,Unknown,Bathinda,15.59,Leased,Loamy,67.8,,Wheat,Sugarcane,699.8,25.8,48.3,,,,Low,7.8,Arid,3.73,,,,595073.0,265158.0,,122771.0,7.0,1084427.0,421457.0,118362.0,3866.0,439.0,0.0,0.0,,70.7,0.071,22197.8,Farm Expansion,14.01,24.0,2783.61,73.1,67.5,8.7,78.2,54.6,50.9,53.9,43.7,Approved with Conditions,2025,7,11
AGR111180,2021-03-24,47.0,Female,Illiterate,Married,8.0,4.0,28.0,Bihar,Gaya,13.63,Owned,Clay Loam,61.8,,Rice,Pulses,952.4,29.9,38.9,,,,Low,36.1,Semi-Arid,3.67,,,,865003.0,332143.0,,127256.0,8.0,916813.0,215422.0,213938.0,102820.0,571.0,0.0,0.0,,85.0,0.025,344000.0,Irrigation,12.62,6.0,59461.99,68.1,60.4,42.8,58.9,35.2,50.9,65.9,52.7,Approved,2021,3,24
AGR100702,2021-04-12,51.0,Male,Primary,Married,7.0,4.0,33.0,Uttar Pradesh,Gorakhpur,7.52,Shared,Clay,61.1,,Sugarcane,Pulses,1338.5,25.1,39.8,,,,High,56.9,Semi-Arid,4.13,,,Unknown,526839.0,205195.0,,184351.0,4.0,1350326.0,267721.0,41299.0,4396.0,555.0,0.0,0.0,,76.6,0.051,56348.0,Fertilizer,14.09,36.0,1884.86,61.9,62.6,56.5,62.1,75.7,54.2,58.1,49.1,Approved,2021,4,12
AGR113296,2021-03-28,42.0,Male,Secondary,Married,6.0,3.0,23.0,Maharashtra,Pune,4.56,Leased,Black,69.1,,Cotton,Jowar,1344.5,25.0,45.8,,,,Low,36.5,Semi-Arid,4.24,,,,445895.0,286194.0,,6203.0,2.0,525190.0,56962.0,88805.0,18292.0,551.0,0.0,0.0,,91.4,0.013,64077.0,Seeds,12.13,12.0,4253.22,61.5,70.8,39.0,68.9,74.5,53.8,56.3,55.9,Approved,2021,3,28
AGR118597,2023-10-19,47.0,Male,Primary,Married,5.0,2.0,27.0,Madhya Pradesh,Ujjain,6.24,Owned,Black,64.9,,Wheat,Cotton,517.0,18.2,36.1,,,,Medium,51.1,Arid,4.42,,,,370662.0,138984.0,,136490.0,4.0,920443.0,314135.0,45145.0,14283.0,514.0,0.0,0.0,,85.2,0.085,54686.0,Seeds,12.16,48.0,1444.31,65.6,64.2,36.4,68.8,70.3,43.6,63.1,53.5,Approved,2023,10,19
AGR117722,2025-11-18,39.0,Male,Secondary,Married,7.0,3.0,18.0,Andhra Pradesh,Vijayawada,2.27,Owned,Alluvial,80.3,,Chilli,Sugarcane,870.7,27.2,48.2,,,,Low,51.1,Semi-Arid,4.34,,,,146628.0,92780.0,,172267.0,7.0,311521.0,112876.0,14747.0,8607.0,443.0,0.0,0.0,,67.2,0.077,71364.0,Farm Expansion,14.22,36.0,6415.0,53.5,69.9,60.2,64.6,52.2,45.3,68.1,41.2,Approved with Conditions,2025,11,18
AGR118811,2022-05-19,45.0,Male,Primary,Married,4.0,2.0,37.0,Odisha,Rourkela,3.41,Owned,Alluvial,69.8,,Rice,Maize,1508.9,33.5,43.2,,,,Low,25.9,Humid Sub-Tropical,4.49,,,,251342.0,181653.0,,50738.0,1.0,391415.0,74846.0,35601.0,7385.0,526.0,0.0,0.0,,90.9,0.03,166527.0,Farm Expansion,13.56,84.0,3080.74,53.9,70.1,34.7,63.9,66.8,50.9,51.8,44.1,Approved,2022,5,19
AGR102356,2023-04-01,41.0,Male,Graduate,Married,8.0,4.0,23.0,Maharashtra,Nagpur,2.8,Owned,Black,72.6,,Cotton,Soybean,1020.8,26.5,48.7,,,,Medium,15.2,Semi-Arid,3.7,,,,196103.0,100737.0,,369599.0,2.0,675838.0,307698.0,20008.0,16869.0,318.0,2.0,142414.0,,44.1,0.883,85926.0,Equipment,16.0,24.0,4207.2,55.1,57.6,20.7,28.0,54.1,65.4,91.1,3.4,Rejected,2023,4,1
AGR116338,2024-01-25,30.0,Male,Unknown,Widowed,6.0,3.0,13.0,Karnataka,Belagavi,4.37,Owned,Red,64.9,,Millets,Sugarcane,946.4,30.1,52.3,,,Unknown,High,34.4,Semi-Arid,3.95,,,,103759.0,74161.0,,98342.0,5.0,397750.0,101653.0,17170.0,0.0,480.0,0.0,30665.0,,67.4,0.098,20000.0,Seeds,12.63,120.0,294.31,62.2,63.5,22.6,59.8,73.6,40.0,53.7,34.7,Approved with Conditions,2024,1,25
AGR106148,2021-04-07,43.0,Male,Secondary,Unknown,6.0,2.0,22.0,Chhattisgarh,Korba,1.26,Owned,Clay,63.0,,Rice,Pulses,1318.5,30.2,40.1,,,,Medium,20.6,Semi-Arid,3.82,Unknown,,,61622.0,19035.0,Unknown,49372.0,3.0,209279.0,22219.0,6762.0,0.0,300.0,0.0,0.0,,48.5,0.036,22501.0,Livestock,16.0,36.0,791.06,59.2,51.9,11.8,49.3,64.6,50.9,71.0,23.5,Rejected,2021,4,7
AGR108294,2021-01-08,29.0,Male,Secondary,Married,6.0,3.0,8.0,Telangana,Warangal,4.62,Leased,Red,68.3,,Cotton,Turmeric,951.6,29.5,39.1,,,,Medium,42.8,Semi-Arid,3.89,,,,301737.0,120781.0,,29470.0,4.0,611468.0,130972.0,61401.0,21288.0,427.0,3.0,299976.0,,65.9,1.063,33470.0,Fertilizer,15.19,84.0,649.41,44.7,63.5,48.0,48.4,63.7,57.9,77.8,18.4,Rejected,2021,1,8
AGR103214,2022-04-16,38.0,Male,Secondary,Married,7.0,2.0,19.0,Uttar Pradesh,Meerut,9.94,Owned,Clay,51.4,,Rice,Pulses,557.4,23.3,42.6,,,,Medium,49.2,Arid,3.34,,,,494941.0,201894.0,,597790.0,3.0,1922419.0,326532.0,29340.0,0.0,452.0,0.0,0.0,,63.7,0.066,79670.0,Seeds,13.96,36.0,2721.25,55.5,44.3,53.5,60.7,82.7,54.8,67.9,43.2,Approved with Conditions,2022,4,16
AGR119770,2023-04-06,29.0,Male,Graduate,Married,3.0,2.0,14.0,Uttar Pradesh,Kanpur,3.35,Owned,Alluvial,70.0,,Sugarcane,Potato,810.3,30.9,31.0,,,,Low,70.3,Semi-Arid,3.08,,,,186001.0,56666.0,,181430.0,5.0,317757.0,15609.0,9902.0,2568.0,466.0,0.0,0.0,,75.1,0.008,63682.0,Equipment,15.49,24.0,3102.58,61.3,46.1,73.4,69.9,69.5,42.9,61.0,40.2,Approved with Conditions,2023,4,6
AGR118221,2024-05-23,61.0,Male,Higher Secondary,Married,5.0,3.0,40.0,Odisha,Rourkela,16.09,Owned,Laterite,61.1,,Groundnut,Pulses,1567.5,27.8,43.8,,,,Low,57.0,Humid Sub-Tropical,3.89,,,,777541.0,101022.5,,175767.0,6.0,2940011.0,246293.0,126154.0,70157.0,580.0,1.0,0.0,,84.9,0.032,103616.0,Seeds,12.51,24.0,4902.39,54.9,57.9,60.8,59.5,79.3,65.1,58.7,49.2,Approved,2024,5,23
AGR100605,2022-07-15,22.0,Female,Primary,Married,4.0,1.0,2.0,Odisha,Puri,5.01,Owned,Alluvial,90.4,,Rice,Maize,2015.5,26.6,45.5,,,,Low,44.8,Humid Sub-Tropical,4.57,,,Unknown,312725.0,101022.5,,56151.0,4.0,378203.0,130930.0,29666.0,7920.0,459.0,0.0,0.0,,77.5,0.042,106094.0,Irrigation,13.6,24.0,5073.76,41.1,68.0,36.4,70.7,65.2,49.3,59.4,42.5,Approved with Conditions,2022,7,15
AGR103873,2022-04-11,74.0,Male,Primary,Married,5.0,2.0,55.0,Haryana,Karnal,1.4,Owned,Sandy Loam,50.0,,Wheat,Sugarcane,502.0,24.1,38.4,,,,Low,46.9,Arid,2.49,,,,50000.0,21415.0,,141417.0,5.0,272208.0,113303.0,6196.0,8776.0,439.0,0.0,0.0,,73.2,0.227,20000.0,Livestock,13.25,60.0,457.65,36.0,28.2,47.6,65.5,64.7,45.1,76.4,33.0,Rejected,2022,4,11
AGR106470,2024-12-07,30.0,Female,Secondary,Married,5.0,2.0,13.0,Gujarat,Surat,2.89,Owned,Sandy Loam,58.0,,Cotton,Bajra,1058.85,30.4,47.0,,,,Low,70.8,Semi-Arid,1.76,,,,78742.0,25003.0,,589695.0,3.0,568072.0,69034.0,13510.0,6766.0,483.0,0.0,0.0,,80.1,0.088,20000.0,Livestock,14.05,48.0,547.06,39.2,29.4,68.4,55.4,77.7,53.5,68.4,50.3,Approved,2024,12,7
AGR113141,2023-06-06,52.0,Male,Higher Secondary,Married,3.0,1.0,32.0,Punjab,Amritsar,2.13,Leased,Alluvial,63.2,,Wheat,Maize,594.0,30.1,23.9,,,,Low,37.4,Arid,2.32,,,,50519.0,10000.0,,101248.0,4.0,410307.0,57919.0,12376.0,965.0,489.0,0.0,0.0,,75.4,0.115,20000.0,Storage,13.47,48.0,2783.61,42.3,32.9,43.1,59.8,69.7,41.9,66.6,46.3,Approved,2023,6,6
AGR104699,2024-05-02,41.0,Male,Secondary,Married,4.0,1.0,24.0,Odisha,Sambalpur,3.46,Owned,Alluvial,81.4,,Rice,Maize,1373.9,25.5,37.1,,,,Low,64.9,Semi-Arid,2.78,,,,116969.0,64177.0,,132343.0,5.0,313224.0,67444.0,5998.0,12227.0,499.0,0.0,30665.0,,85.2,0.058,20000.0,Seeds,13.27,36.0,676.49,48.8,43.2,57.2,70.7,67.2,49.1,58.2,45.3,Approved,2024,5,2
AGR112747,2021-05-04,47.0,Male,Primary,Single,6.0,2.0,26.0,Rajasthan,Kota,3.63,Owned,Arid,30.5,,Bajra,Guar,100.0,32.3,30.2,,,,Low,12.0,Arid,3.44,,,,87634.0,101022.5,,167822.0,6.0,555464.0,155759.0,11431.0,9350.0,479.0,1.0,47388.0,,81.4,0.718,70611.0,Equipment,14.28,24.0,3399.62,54.7,56.9,7.3,51.1,40.2,46.6,69.5,43.3,Approved with Conditions,2021,5,4
AGR117238,2023-04-06,52.0,Male,Illiterate,Divorced,5.0,2.0,31.0,Madhya Pradesh,Bhopal,3.14,Leased,Black,85.3,,Soybean,Maize,1067.0,28.3,44.3,,,,High,57.9,Semi-Arid,2.95,,,,148764.0,101022.5,,27589.0,4.0,317462.0,105981.0,35028.0,9436.0,506.0,0.0,0.0,,77.6,0.071,21055.0,Fertilizer,13.43,6.0,3647.85,48.2,47.7,58.3,65.9,68.8,50.5,68.4,41.7,Approved with Conditions,2023,4,6
AGR102021,2022-10-27,55.0,Male,Secondary,Married,7.0,3.0,35.0,Haryana,Rohtak,7.34,Leased,Sandy Loam,44.2,,Mustard,Bajra,368.2,30.3,20.1,,,,Medium,14.0,Arid,3.6,,,,225744.0,149672.0,,160970.0,3.0,807115.0,291093.0,55326.0,8747.0,430.0,2.0,158740.0,,80.6,0.832,40874.0,Seeds,14.7,60.0,966.0,42.8,23.5,14.9,51.3,66.2,51.6,79.9,31.4,Rejected,2022,10,27
AGR103831,2022-09-07,44.0,Male,Secondary,Married,5.0,2.0,26.0,Kerala,Thiruvananthapuram,8.39,Leased,Laterite,54.7,,Coconut,Cashew,2688.6,28.6,66.7,,,,Medium,80.7,Humid Sub-Tropical,3.65,,,,373621.0,203830.0,,7133.0,5.0,1213782.0,455036.0,35589.0,18264.0,300.0,2.0,165777.0,,25.3,0.565,167974.0,Irrigation,16.0,12.0,15240.43,61.2,50.1,76.6,34.9,29.9,56.7,65.6,8.1,Rejected,2022,9,7
AGR113878,2023-09-23,38.0,Male,Illiterate,Married,5.0,2.0,20.0,Odisha,Sambalpur,8.14,Leased,Alluvial,74.5,,Groundnut,Jute,1030.6,31.6,52.5,,,,High,33.5,Semi-Arid,4.21,,,Unknown,503899.0,256499.0,,47495.0,2.0,1174440.0,122662.0,120961.0,47880.0,580.0,1.0,30665.0,,86.6,0.113,38631.0,Fertilizer,13.46,60.0,888.12,57.8,70.4,29.7,58.1,77.6,53.4,61.7,56.0,Approved,2023,9,23
AGR111606,2023-07-01,43.0,Female,Illiterate,Married,6.0,2.0,27.0,Kerala,Thiruvananthapuram,1.4,Owned,Laterite,46.4,,Rubber,Unknown,3214.8,30.1,67.0,,,,Low,68.9,Unknown,3.71,,,,95131.0,81462.0,,128349.0,4.0,185302.0,130972.0,6389.0,0.0,396.0,1.0,157246.0,,81.6,1.666,20000.0,Seeds,14.76,12.0,1802.94,43.5,51.2,69.3,38.5,43.8,58.1,93.0,20.0,Rejected,2023,7,1
AGR117575,2021-12-15,62.0,Male,Higher Secondary,Married,7.0,2.0,45.0,Karnataka,Belagavi,13.28,Owned,Red,65.6,,Coffee,Maize,1896.8,21.7,44.5,,,,Medium,49.9,Humid Sub-Tropical,4.23,,,,170866.0,58061.0,,1401768.0,1.0,333458.0,41151.0,30364.0,12515.0,452.0,0.0,0.0,Unknown,71.5,0.024,20000.0,Unknown,13.66,24.0,957.03,55.6,63.8,52.7,54.8,76.7,54.0,58.8,47.1,Approved with Conditions,2021,12,15
AGR106988,2022-07-08,45.0,Unknown,Graduate,Unknown,11.0,6.0,26.0,Punjab,Bathinda,0.5,Shared,Loamy,78.6,,Wheat,Maize,823.4,25.3,59.3,,,Unknown,Medium,41.4,Semi-Arid,4.39,,,,50000.0,37546.0,,48167.0,3.0,106158.0,44405.0,7374.0,15002.0,373.0,0.0,0.0,,64.7,0.187,20000.0,Fertilizer,14.12,24.0,961.4,58.9,66.2,40.9,51.7,61.5,55.0,76.5,22.1,Rejected,2022,7,8
AGR116700,2021-08-24,52.0,Female,Graduate,Married,7.0,4.0,32.0,Rajasthan,Bikaner,6.79,Unknown,Arid,29.3,,Bajra,Guar,545.0,21.4,21.6,,,,Unknown,52.0,Arid,2.77,,,,172939.0,69269.0,,169640.0,4.0,1080461.0,151913.0,14868.0,0.0,475.0,0.0,0.0,,82.4,0.088,89884.0,Equipment,14.35,12.0,8085.17,58.0,45.6,51.6,66.9,39.9,56.1,67.3,42.7,Approved with Conditions,2021,8,24
AGR119758,2023-06-26,62.0,Male,Illiterate,Married,5.0,3.0,42.0,Andhra Pradesh,Kurnool,15.81,Owned,Alluvial,69.8,,Rice,Groundnut,282.6,26.1,34.9,,,,Low,27.6,Arid,3.78,,,,800049.0,496596.0,,483139.0,5.0,1612057.0,560899.0,20664.0,6903.0,548.0,1.0,62329.0,,85.9,0.148,348011.0,Equipment,13.25,12.0,31123.7,61.4,59.9,26.5,56.8,46.3,58.1,63.9,47.5,Approved,2023,6,26
AGR114954,2022-10-04,46.0,Male,Primary,Single,9.0,4.0,29.0,Andhra Pradesh,Vijayawada,2.59,Shared,Alluvial,81.6,,Rice,Sugarcane,1007.4,26.3,45.6,,,,Unknown,32.1,Semi-Arid,3.78,Unknown,Unknown,,155498.0,107057.0,,95401.0,1.0,437442.0,202240.0,23160.0,19098.0,450.0,0.0,0.0,,89.7,0.13,131662.0,Cold Storage,14.72,36.0,4546.34,48.0,58.1,38.8,59.8,56.3,52.9,70.9,37.1,Approved with Conditions,2022,10,4
AGR111470,2022-02-01,52.0,Male,Post Graduate,Married,6.0,2.0,32.0,Gujarat,Ahmedabad,6.25,Leased,Black,64.9,,Cotton,Bajra,787.3,21.1,27.6,,,,Medium,41.0,Semi-Arid,3.18,Unknown,,,420479.0,250747.0,,56664.0,4.0,703725.0,142255.0,28704.0,15956.0,402.0,1.0,617283.0,,84.6,1.502,109381.0,Equipment,15.54,12.0,9900.42,61.3,49.7,38.3,37.4,47.0,44.7,87.5,35.0,Approved with Conditions,2022,2,1
AGR101252,2024-01-08,52.0,Male,Secondary,Married,6.0,3.0,33.0,Haryana,Sirsa,4.58,Owned,Sandy Loam,60.8,,Wheat,Bajra,460.5,32.7,38.9,,,,Low,3.1,Arid,3.89,,Unknown,,208641.0,113200.0,,461187.0,2.0,542954.0,101680.0,33478.0,19087.0,602.0,0.0,0.0,,100.0,0.049,67428.0,Livestock,10.92,48.0,1740.05,65.5,61.2,9.4,74.0,79.1,57.6,41.8,53.9,Approved,2024,1,8
AGR108111,2023-04-26,46.0,Male,Secondary,Married,9.0,4.0,31.0,Bihar,Gaya,58.42,Shared,Alluvial,86.9,,Rice,Jute,1117.6,24.1,44.6,,,,Low,36.1,Unknown,4.51,,,,3676831.0,2254164.0,,1582519.0,3.0,5906617.0,1841109.0,852078.0,101268.0,786.0,1.0,210194.0,,88.7,0.107,1905386.0,Equipment,6.91,60.0,37650.4,79.5,83.1,5.6,70.8,90.0,56.0,45.6,70.4,Approved,2023,4,26
AGR108637,2025-10-05,71.0,Male,Secondary,Married,5.0,2.0,50.0,Gujarat,Vadodara,7.94,Owned,Sandy Loam,51.0,,Groundnut,Wheat,537.3,18.9,41.9,,,,Medium,51.4,Arid,2.59,,,,298177.0,188519.0,,208094.0,3.0,1205688.0,546935.0,68076.0,24290.0,540.0,0.0,0.0,,91.0,0.183,125811.0,Livestock,12.57,36.0,21743.68,39.4,38.2,48.3,69.8,61.05,50.5,79.0,52.5,Approved,2025,10,5
AGR102482,2023-05-11,49.0,Male,Higher Secondary,Married,6.0,1.0,30.0,Haryana,Hisar,5.76,Owned,Alluvial,70.7,,Wheat,Sugarcane,464.2,22.0,40.1,,,,Low,22.4,Arid,3.55,,,,253747.0,101022.5,,202415.0,4.0,856518.0,288683.0,49899.0,20477.0,469.0,0.0,0.0,,84.9,0.114,171806.0,Farm Expansion,13.6,36.0,4660.59,44.4,51.5,18.6,60.5,78.1,49.9,65.3,52.4,Approved with Conditions,2023,5,11
AGR116551,2024-10-25,68.0,Female,Primary,Married,6.0,1.0,47.0,Kerala,Kozhikode,7.72,Leased,Unknown,39.1,,Rubber,Cashew,3452.2,28.1,63.7,,,,Low,43.2,Humid Sub-Tropical,3.15,,,,380419.0,182794.0,,101169.0,5.0,1400024.0,527327.0,40861.0,13304.0,399.0,1.0,50454.0,,57.9,0.271,178233.0,Irrigation,15.07,60.0,4246.24,45.2,37.9,50.0,54.1,63.1,58.5,66.6,26.4,Rejected,2024,10,25
AGR109281,2022-11-15,31.0,Male,Graduate,Married,3.0,1.0,12.0,Himachal Pradesh,Kangra,1.14,Owned,Mountain,54.7,,Maize,Pulses,633.3,15.4,41.2,,,,Low,19.7,Temperate/Hill,2.3,Unknown,,,50000.0,27940.0,,136167.0,5.0,262224.0,38533.0,8540.0,6277.0,480.0,0.0,0.0,,86.1,0.077,21073.0,Irrigation,14.45,36.0,724.89,48.0,31.9,12.5,66.9,74.1,50.9,55.5,37.2,Approved with Conditions,2022,11,15
AGR109476,2022-12-10,42.0,Male,Secondary,Unknown,7.0,2.0,23.0,Karnataka,Mysuru,0.8,Owned,Red,57.3,,Millets,Sugarcane,1066.2,20.5,42.6,,,,Low,13.2,Semi-Arid,3.2,,,,50000.0,15042.0,,41695.0,4.0,98384.0,21518.0,1768.0,0.0,315.0,1.0,282361.0,,77.0,5.0,20000.0,Seeds,15.03,6.0,3480.97,60.2,51.5,19.4,0.0,0.0,54.7,100.0,29.3,Rejected,2022,12,10
AGR116643,2025-05-20,42.0,Male,Illiterate,Married,9.0,4.0,21.0,Telangana,Warangal,1.59,Shared,Black,72.4,,Cotton,Soybean,950.7,30.0,35.7,,,,Low,4.8,Semi-Arid,4.14,Unknown,,,119112.0,101022.5,,56881.0,2.0,240707.0,58614.0,6674.0,2535.0,464.0,3.0,207141.0,,73.9,1.788,28872.0,Livestock,13.22,36.0,975.92,60.5,62.1,9.1,40.1,54.0,49.5,79.1,29.7,Rejected,2025,5,20
AGR118083,2022-05-03,48.0,Male,Primary,Married,5.0,2.0,29.0,Telangana,Karimnagar,8.6,Owned,Red,58.9,,Cotton,Soybean,1014.4,22.5,55.7,,,,Medium,36.1,Semi-Arid,3.43,,,,444007.0,184874.0,,204031.0,4.0,1633173.0,667880.0,78543.0,3853.0,501.0,0.0,0.0,,89.9,0.15,188143.0,Equipment,14.22,12.0,16912.27,40.9,59.7,69.9,70.8,61.6,46.0,69.1,39.9,Approved with Conditions,2022,5,3
AGR110610,2024-04-13,51.0,Female,Secondary,Married,11.0,6.0,30.0,Uttar Pradesh,Meerut,45.67,Owned,Clay,55.3,,Rice,Pulses,962.5,30.8,39.8,,,,Medium,45.5,Semi-Arid,2.7,,,,2139150.0,1365948.0,,1031608.0,5.0,8143224.0,713874.0,216760.0,39305.0,593.0,2.0,56741.0,,75.2,0.06,1929868.0,Greenhouse,13.2,48.0,51968.76,59.4,41.2,45.9,60.9,74.1,64.1,60.7,35.6,Approved with Conditions,2024,4,13
AGR105353,2021-12-01,35.0,Male,Primary,Married,6.0,4.0,15.0,Telangana,Warangal,5.11,Owned,Red,48.1,,Rice,Soybean,658.3,29.5,41.4,,,,Medium,59.2,Arid,2.75,,,,127394.0,71605.0,,69129.0,3.0,781797.0,196306.0,6412.0,0.0,422.0,0.0,0.0,,74.4,0.154,92152.0,Equipment,15.95,84.0,1827.95,51.6,44.7,50.2,69.0,63.9,58.7,52.5,33.5,Rejected,2021,12,1
AGR109839,2022-07-21,44.0,Male,Post Graduate,Married,5.0,2.0,29.0,Uttarakhand,Dehradun,35.6,Owned,Mountain,51.2,,Wheat,Maize,1442.3,11.1,53.0,,,Unknown,Medium,16.9,Temperate/Hill,3.0,,,,1429883.0,529809.0,,19901.0,3.0,5608358.0,342563.0,184061.0,26492.0,510.0,0.0,0.0,,90.5,0.024,227055.0,Seeds,12.5,12.0,20226.59,59.4,39.7,14.8,60.5,68.3,57.4,53.5,38.3,Approved with Conditions,2022,7,21
AGR104572,2021-04-08,46.0,Female,Secondary,Married,3.0,2.0,29.0,Uttar Pradesh,Varanasi,3.13,Mixed,Alluvial,56.3,Unknown,Sugarcane,Potato,944.7,33.1,32.7,,,,Low,3.3,Semi-Arid,2.22,,,,76576.0,24860.0,,88915.0,1.0,259124.0,74689.0,16669.0,7433.0,377.0,2.0,72682.0,,69.5,1.047,47109.0,Irrigation,15.15,36.0,1636.54,40.8,30.0,0.0,52.3,45.9,59.3,71.4,26.4,Rejected,2021,4,8
AGR109592,2024-01-18,63.0,Other,Secondary,Married,9.0,5.0,45.0,Chhattisgarh,Unknown,4.66,Owned,Red,57.8,,Rice,Soybean,1322.4,28.8,53.1,,,,Low,13.0,Semi-Arid,2.62,,,,158629.0,85941.0,,115330.0,3.0,802478.0,306975.0,32997.0,15058.0,457.0,1.0,137783.0,,84.4,1.062,77109.0,Irrigation,13.02,24.0,3666.77,59.5,39.6,8.3,57.1,47.9,49.0,64.5,47.6,Approved with Conditions,2024,1,18
AGR101724,2023-04-23,58.0,Male,Primary,Married,3.0,2.0,42.0,Maharashtra,Nashik,3.19,Mixed,Red,81.2,,Sugarcane,Soybean,1058.85,23.2,57.3,,,,Unknown,52.2,Semi-Arid,3.77,,,Unknown,170022.0,134120.0,,141406.0,2.0,342314.0,125893.0,41176.0,19848.0,464.0,0.0,0.0,,87.2,0.074,87376.0,Cold Storage,15.41,24.0,4253.51,53.4,57.5,46.7,59.8,61.5,49.9,61.3,54.1,Approved,2023,4,23
AGR112500,2022-04-23,37.0,Male,Higher Secondary,Married,4.0,2.0,19.0,Andhra Pradesh,Guntur,5.65,Owned,Red,50.0,,Chilli,Cotton,1219.8,32.3,37.1,,,,Medium,67.7,Semi-Arid,2.83,,,,277896.0,139055.0,,186848.0,3.0,919236.0,407154.0,23160.0,21984.0,519.0,0.0,0.0,,83.6,0.147,177060.0,Cold Storage,11.91,24.0,8327.08,46.3,51.3,64.4,60.7,53.1,50.9,72.3,36.7,Approved with Conditions,2022,4,23
AGR109972,2022-12-03,61.0,Male,Unknown,Married,6.0,2.0,41.0,Himachal Pradesh,Solan,2.41,Owned,Mountain,39.0,,Maize,Wheat,1104.7,26.3,20.6,,,,High,42.9,Temperate/Hill,2.72,,,,197500.5,39836.0,,191235.0,2.0,382832.0,164519.0,1514.0,6462.0,578.0,0.0,0.0,,91.0,0.218,20000.0,Fertilizer,12.23,12.0,1779.17,50.6,49.1,37.7,59.2,63.8,50.8,69.5,35.3,Approved with Conditions,2022,12,3
AGR102899,2022-09-12,23.0,Female,Graduate,Married,7.0,3.0,4.0,Gujarat,Rajkot,8.38,Owned,Sandy Loam,44.2,,Cotton,Unknown,699.6,27.8,41.3,,,,Medium,16.1,Arid,3.21,,,,513303.0,346697.0,Unknown,149247.0,4.0,817063.0,140862.0,117597.0,70134.0,464.0,1.0,122837.0,,79.8,0.267,330244.0,Processing Unit,12.84,12.0,29471.02,69.3,49.6,8.2,63.7,42.2,59.7,61.7,39.1,Approved with Conditions,2022,9,12
AGR108204,2024-08-22,38.0,Male,Secondary,Unknown,10.0,3.0,19.0,Madhya Pradesh,Indore,12.95,Owned,Red,64.9,,Soybean,Gram,878.2,17.8,26.1,,,,Unknown,41.6,Temperate/Hill,3.6,,,,833672.0,372847.0,Unknown,571798.0,7.0,1102178.0,353409.0,23160.0,35019.0,454.0,2.0,116662.0,,75.4,0.182,330125.0,Irrigation,14.62,36.0,11382.46,55.9,52.0,30.7,59.1,63.7,56.1,64.7,36.2,Approved with Conditions,2024,8,22
AGR113390,2023-04-17,43.0,Male,Primary,Single,5.0,2.0,27.0,Odisha,Cuttack,15.27,Owned,Laterite,54.7,,Rice,Pulses,1984.2,24.3,47.9,,,,Low,36.1,Humid Sub-Tropical,4.46,,,,979348.0,503350.0,,857867.0,4.0,1358487.0,167611.0,61522.0,11018.0,496.0,2.0,30665.0,,65.3,0.097,619374.0,Farm Expansion,13.19,24.0,29501.45,55.6,69.0,35.2,55.3,55.3,50.4,63.5,37.3,Approved with Conditions,2023,4,17
